area_type,location,size,total_sqft,bath,balcony,price
1,509,16,1630.0,3.0,1.0,95.1
0,62,13,1256.0,2.0,1.0,62.8
0,194,23,1200.0,6.0,2.0,180.0
0,277,16,1595.0,2.0,3.0,75.0
1,72,13,1000.0,2.0,2.0,53.0
1,928,16,1475.0,2.0,2.0,58.99
2,1274,22,2400.0,5.0,3.0,285.0
1,419,13,1000.0,2.0,1.0,28.88
2,19,19,2360.0,4.0,1.0,650.0
1,1179,16,1737.0,2.0,3.0,95.0
1,419,13,1000.0,2.0,1.0,28.88
1,874,18,2100.0,4.0,2.0,150.0
0,539,28,3600.0,6.0,1.0,145.0
0,837,13,883.0,2.0,1.0,50.0
1,506,13,1243.0,2.0,2.0,46.0
1,177,16,1776.0,2.0,3.0,75.0
1,129,16,1347.0,2.0,1.0,37.72
1,1252,16,1330.0,2.0,2.0,55.0
2,1048,14,600.0,2.0,1.0,120.0
0,976,18,3730.0,4.0,3.0,370.0
1,509,16,1459.0,3.0,2.0,135.0
1,1148,18,2259.0,5.0,2.0,135.0
0,575,26,2700.0,4.0,1.0,160.0
1,478,13,1008.0,2.0,2.0,32.25
1,843,13,1200.0,2.0,2.0,52.5
1,1194,18,2328.0,4.0,1.0,528.0
2,174,26,600.0,7.0,3.0,110.0
1,417,13,660.0,1.0,1.0,15.5
1,976,16,1800.0,2.0,2.0,250.0
1,976,18,3100.0,4.0,3.0,550.0
1,1261,13,1405.0,2.0,0.0,50.58
1,1261,0,602.0,1.0,1.0,26.0
1,799,16,1710.0,3.0,2.0,100.0
1,575,16,1500.0,2.0,3.0,82.0
0,455,16,1539.0,3.0,2.0,60.0
2,427,24,806.0,3.0,1.0,128.0
1,612,16,1100.0,2.0,1.0,53.0
1,972,13,1151.0,2.0,1.0,49.0
1,359,13,920.0,2.0,1.0,46.0
1,675,16,1350.0,3.0,3.0,78.3
1,216,13,1200.0,2.0,2.0,65.0
1,1148,13,1265.0,2.0,1.0,78.0
2,308,28,600.0,6.0,2.0,60.0
1,1039,16,1700.0,3.0,2.0,93.5
0,990,17,1600.0,3.0,0.0,75.0
0,58,19,1550.0,4.0,1.0,120.0
0,948,16,1560.0,3.0,3.0,125.0
2,533,24,1000.0,5.0,3.0,98.0
1,506,13,1243.0,2.0,2.0,46.0
2,972,19,1200.0,4.0,1.0,160.0
1,1039,16,1403.0,3.0,1.0,56.0
1,390,13,1010.0,2.0,1.0,40.39
1,1168,16,1416.0,3.0,1.0,94.0
1,664,13,1628.0,2.0,2.0,68.0
2,302,19,1660.4,4.0,2.0,211.0
1,72,16,1680.0,3.0,2.0,125.0
1,396,16,1595.0,3.0,3.0,62.0
1,664,16,1507.0,2.0,3.0,95.0
1,428,16,2560.0,3.0,1.5843757375501535,288.0
1,522,16,1949.0,3.0,1.0,133.0
2,175,14,800.0,2.0,1.0,175.0
0,419,13,1000.0,2.0,1.0,28.88
1,1092,13,905.0,2.0,1.0,50.0
1,539,16,2480.0,3.0,2.0,245.0
1,291,16,1495.0,3.0,1.5843757375501535,200.0
1,639,16,1605.0,3.0,3.0,105.0
0,269,13,1290.0,2.0,1.0,73.0
1,1261,13,1100.0,2.0,1.0,60.0
1,1234,23,2100.0,6.0,0.0,92.0
1,422,13,995.0,2.0,1.0,49.8
2,202,14,500.0,2.0,1.0,55.0
1,976,18,3526.0,4.0,3.0,598.0
1,466,16,1425.0,2.0,2.0,47.0
1,176,16,1455.0,2.0,2.0,55.0
1,591,0,550.0,1.0,1.0,23.0
1,1179,16,1385.0,2.0,2.0,48.48
2,1234,19,7000.0,4.0,1.5843757375501535,210.0
1,1104,21,4000.0,3.0,0.0,130.0
1,459,13,1060.0,2.0,1.0,53.0
1,82,16,1080.0,2.0,2.0,75.0
0,489,16,1783.0,3.0,2.0,125.0
1,506,16,1520.0,2.0,2.0,90.0
1,1039,13,1060.0,2.0,1.0,55.0
1,972,13,1267.0,2.0,1.0,54.35
1,1252,13,1155.0,2.0,2.0,55.0
0,669,17,2500.0,3.0,2.0,180.0
1,216,13,1240.0,2.0,1.0,65.0
1,459,16,1570.0,3.0,2.0,78.0
1,839,13,1019.0,2.0,1.0,45.9
1,1252,13,1355.0,3.0,3.0,76.0
1,141,16,1537.0,3.0,2.0,110.0
1,1252,18,4075.0,5.0,3.0,226.0
1,972,16,1550.0,3.0,3.0,52.45
0,972,13,1100.0,2.0,1.0,50.0
1,4,16,1750.0,3.0,2.0,150.0
1,77,13,1466.0,2.0,2.0,71.0
1,964,16,1550.0,3.0,2.0,72.5
1,98,16,2300.0,4.0,3.0,102.0
1,688,0,540.0,1.0,1.0,22.5
2,74,17,950.0,3.0,2.0,130.0
0,303,26,2800.0,7.0,1.0,250.0
1,1079,13,1020.0,2.0,3.0,48.0
1,352,16,2880.0,3.0,2.0,501.0
1,513,16,1987.0,4.0,2.0,165.0
1,530,13,1305.0,2.0,1.0,75.0
0,1038,19,2100.0,3.0,1.0,125.0
0,417,13,1125.0,2.0,1.0,32.5
1,534,13,1225.0,2.0,2.0,49.5
1,518,13,1255.0,2.0,1.0,55.5
1,767,13,1191.0,2.0,1.0,90.0
2,1179,24,3600.0,6.0,2.0,303.0
0,417,13,1165.0,2.0,1.0,33.64
1,630,13,865.0,2.0,1.0,35.11
1,848,16,1850.0,2.0,2.0,88.0
1,805,13,497.0,1.0,1.0,17.0
1,522,13,1232.0,2.0,2.0,89.0
1,1148,16,1732.0,3.0,3.0,85.73
1,1261,16,1614.0,2.0,1.0,100.0
0,772,13,600.0,1.0,1.0,22.0
1,1153,16,2072.0,4.0,2.0,155.0
1,417,13,919.0,2.0,2.0,34.0
0,1068,19,2100.0,4.0,1.0,90.0
0,1059,18,672.0,3.0,1.0,54.0
0,571,27,800.0,6.0,3.0,110.0
2,805,17,1200.0,3.0,1.0,150.0
1,888,18,2849.0,5.0,1.5843757375501535,250.0
0,379,13,1000.0,2.0,2.0,42.0
1,1252,13,1216.0,2.0,1.0,75.0
1,757,18,2245.0,4.0,2.0,154.0
1,216,16,1476.0,3.0,1.0,125.0
1,110,16,1852.0,3.0,2.0,130.0
1,1171,13,1225.0,2.0,2.0,47.0
1,914,16,1597.0,3.0,1.0,67.12
1,584,16,2423.0,4.0,3.0,160.0
1,799,13,1152.0,2.0,1.0,90.0
1,509,16,1762.0,3.0,2.0,133.0
2,654,17,1400.0,3.0,2.0,92.0
1,964,16,1530.0,2.0,2.0,74.4
2,882,24,2400.0,6.0,3.0,400.0
1,972,13,1185.0,2.0,2.0,40.17
1,1261,16,1890.0,3.0,2.0,108.0
1,1191,16,1247.0,2.0,2.0,58.0
2,27,28,700.0,4.0,1.5843757375501535,104.0
2,493,24,1000.0,6.0,3.0,275.0
1,236,13,1201.0,2.0,2.0,59.99
0,485,13,830.0,2.0,2.0,40.0
0,419,13,1165.0,2.0,1.0,30.29
1,269,13,1100.0,1.0,2.0,55.0
0,77,16,1890.0,2.0,1.5843757375501535,93.0
1,779,16,1685.0,3.0,2.0,60.0
1,1037,18,3131.0,4.0,3.0,349.0
1,230,13,1165.0,2.0,1.0,43.0
1,629,13,827.0,2.0,1.0,45.0
2,440,17,396.0,2.0,0.0,48.0
2,1179,19,1200.0,4.0,3.0,179.0
0,422,0,635.0,1.0,0.0,26.0
0,1252,19,4000.0,4.0,3.0,380.0
1,1235,13,1050.0,2.0,1.0,50.0
0,353,22,600.0,4.0,3.0,76.0
1,584,16,1819.18,3.0,2.0,168.0
2,658,17,1500.0,3.0,3.0,125.0
1,1264,16,1500.0,2.0,2.0,57.0
1,242,16,2850.0,4.0,3.0,470.0
1,972,16,1751.0,3.0,3.0,72.0
1,1194,18,4750.0,6.0,1.0,1102.0
1,270,13,1020.0,2.0,1.0,40.89
1,1148,13,1148.0,2.0,1.0,43.5
1,1141,16,1856.0,3.0,2.0,135.0
2,223,24,1754.0,6.0,2.0,650.0
2,37,17,4273.0,3.0,1.5843757375501535,1100.0
1,160,13,1060.0,2.0,1.0,49.27
0,506,13,1300.0,2.0,2.0,60.0
0,535,19,3000.0,4.0,0.0,100.0
1,236,13,1325.0,2.0,2.0,65.0
1,1027,13,1261.0,2.0,2.0,61.0
1,788,13,1100.0,2.0,2.0,46.0
0,990,13,700.0,2.0,1.0,33.0
1,72,16,1675.0,2.0,2.0,135.0
2,1174,19,3400.0,4.0,2.0,190.0
1,705,18,3260.0,5.0,3.0,388.0
1,391,13,1180.0,2.0,2.0,56.0
0,1179,13,1160.0,2.0,2.0,45.0
1,670,18,1863.0,3.0,2.0,105.0
1,1025,16,1914.0,3.0,2.0,149.0
1,177,16,1458.0,3.0,2.0,79.0
2,1156,22,1200.0,4.0,2.0,115.0
0,181,13,1105.0,2.0,1.0,40.0
1,549,16,3035.0,5.0,3.0,220.0
2,216,24,1200.0,6.0,3.0,160.0
1,98,16,1662.0,3.0,1.5843757375501535,90.0
1,1261,16,1556.0,3.0,2.0,86.0
1,606,13,918.0,2.0,2.0,50.0
1,1039,16,1455.0,2.0,1.0,98.0
1,583,13,1205.0,2.0,1.0,70.0
1,169,13,1194.0,2.0,1.0,65.0
2,739,14,1200.0,2.0,0.0,75.0
0,216,16,1100.0,2.0,2.0,52.0
1,1039,16,1405.0,3.0,2.0,48.87
1,1115,13,929.0,2.0,1.0,56.0
0,428,18,3436.0,5.0,1.5843757375501535,341.0
1,72,13,1035.0,2.0,1.0,39.33
1,74,18,2100.0,4.0,3.0,92.0
1,306,13,1065.0,2.0,1.0,40.47
1,216,16,1532.5,3.0,0.0,84.29
2,688,24,1500.0,6.0,3.0,150.0
2,550,22,1200.0,5.0,2.0,99.0
1,535,13,1093.0,2.0,1.0,32.78
0,118,13,1250.0,2.0,2.0,45.0
1,799,16,1680.0,3.0,3.0,105.0
1,848,13,1146.0,2.0,1.0,50.0
1,580,13,1250.0,2.0,3.0,58.0
1,987,16,1451.0,3.0,1.0,60.44
1,885,16,1424.0,2.0,3.0,55.0
1,466,16,1435.0,2.0,3.0,62.0
1,365,0,658.0,1.0,0.0,26.91
1,269,16,1300.0,3.0,2.0,45.0
1,1252,13,1242.0,2.0,2.0,65.0
1,799,16,1910.0,3.0,3.0,119.0
1,1261,16,1610.0,4.0,2.0,85.0
1,549,13,1127.0,2.0,1.0,65.0
1,1261,16,1075.0,2.0,1.0,42.0
1,837,13,1155.0,2.0,1.0,51.0
2,742,22,1280.0,3.0,1.0,250.0
1,720,16,1250.0,3.0,1.0,55.0
2,734,17,2200.0,4.0,2.0,160.0
0,264,17,2400.0,3.0,1.0,150.0
1,304,13,876.0,2.0,2.0,29.5
1,848,16,1850.0,2.0,2.0,89.0
1,635,13,1314.0,2.0,3.0,83.0
1,964,0,690.0,1.0,1.0,39.8
0,419,19,3550.0,2.6926096474673513,1.5843757375501535,167.5
0,1105,13,1230.0,2.0,3.0,55.0
1,270,13,920.0,2.0,1.0,37.2
0,1039,16,1850.0,3.0,3.0,140.0
1,417,13,1073.0,2.0,2.0,60.0
1,779,16,1540.0,3.0,3.0,76.0
1,664,16,1550.0,3.0,3.0,63.5
1,646,13,1198.0,2.0,1.0,65.0
1,489,16,1656.0,3.0,2.0,90.0
1,680,16,1900.0,3.0,3.0,155.0
0,987,16,1910.0,3.0,2.0,142.0
1,837,13,1003.0,2.0,1.0,43.0
0,313,13,1559.6266939129125,2.0,0.0,48.0
1,1252,16,1495.0,2.0,1.5843757375501535,67.0
1,1148,16,2172.0,3.0,2.0,76.02
2,1037,19,2400.0,4.0,2.0,358.0
2,1132,14,1200.0,1.0,2.0,95.0
1,1252,16,1548.0,3.0,1.0,65.0
2,39,26,5400.0,5.0,1.5843757375501535,972.0
1,1252,18,2856.0,5.0,0.0,154.5
1,544,16,1689.0,3.0,1.0,103.0
1,419,13,1031.0,2.0,1.0,53.0
1,252,18,2119.0,4.0,2.0,111.0
2,1252,14,1200.0,2.0,2.0,46.13
1,574,13,1060.0,2.0,2.0,37.0
1,374,13,1100.0,2.0,1.0,61.0
2,432,19,1350.0,4.0,2.0,225.0
2,435,22,1050.0,4.0,1.0,80.0
1,522,16,1250.0,2.0,1.0,77.88
1,73,13,1100.0,2.0,2.0,110.0
2,1252,14,1200.0,2.0,1.0,46.13
1,1054,16,1420.0,2.0,2.0,46.0
1,417,16,1500.0,2.0,1.0,78.0
0,888,16,1942.0,3.0,1.0,155.0
1,506,16,1985.0,3.0,2.0,130.0
1,1039,0,950.0,1.0,0.0,39.9
2,83,17,1200.0,4.0,2.0,80.0
1,474,16,1752.0,3.0,2.0,105.0
2,86,19,1200.0,3.0,2.0,120.0
2,775,22,1200.0,5.0,1.0,200.0
1,896,16,1480.0,2.0,2.0,84.0
2,608,17,600.0,4.0,1.0,81.0
1,1039,16,1826.0,3.0,2.0,130.0
1,74,13,1035.0,2.0,1.0,39.33
0,1039,19,2600.0,4.0,1.5843757375501535,98.0
0,670,16,1667.0,3.0,2.0,92.0
1,1148,13,934.0,2.0,2.0,55.0
0,575,16,1559.6266939129125,3.0,1.0,69.34
1,773,16,1620.0,2.0,1.0,76.0
1,417,13,1070.0,2.0,1.0,47.0
0,544,22,3600.0,5.0,3.0,180.0
1,1179,16,1280.0,2.0,2.0,60.0
1,1295,13,1400.0,2.0,2.0,60.0
2,1234,26,1200.0,8.0,1.5843757375501535,180.0
0,1192,13,1330.0,2.0,1.0,64.0
1,188,13,1012.0,2.0,1.0,54.59
1,419,16,1611.0,2.0,2.0,48.33
1,1252,16,1405.0,3.0,2.0,58.0
1,1182,16,1515.0,3.0,3.0,90.0
1,1153,16,1830.0,4.0,2.0,150.0
0,637,16,1710.0,3.0,0.0,60.0
0,177,13,935.0,2.0,1.0,51.5
1,584,16,2197.0,3.0,2.0,136.0
2,1138,19,600.0,4.0,0.0,65.0
1,1267,16,1678.0,3.0,1.5843757375501535,92.13
0,277,16,1410.0,2.0,0.0,80.0
1,584,13,1125.0,2.0,2.0,65.0
1,772,16,1191.0,2.0,1.0,55.38
1,1159,13,1200.0,2.0,2.0,79.0
1,292,16,1525.0,2.0,3.0,67.0
1,628,16,1464.0,3.0,3.0,56.0
1,1054,13,920.0,2.0,1.0,27.0
0,1261,0,651.0,1.0,1.0,17.5
1,319,13,600.0,1.0,2.0,25.0
1,304,0,645.0,1.0,1.0,16.45
1,1148,13,1185.0,2.0,2.0,44.0
1,422,13,1190.0,2.0,1.0,68.0
2,510,14,1559.6266939129125,2.0,0.0,200.0
1,1252,18,2856.0,5.0,0.0,158.5
1,1252,13,1355.0,2.0,3.0,73.0
2,626,14,1200.0,1.0,0.0,65.0
2,731,19,7000.0,4.0,3.0,550.0
2,990,24,1200.0,4.0,1.0,110.0
1,1262,0,500.0,2.0,1.0,24.0
1,271,16,1250.0,3.0,3.0,50.0
0,1179,16,1480.0,2.0,1.0,58.0
0,108,18,3300.0,4.0,2.0,329.0
1,626,16,1583.0,2.6926096474673513,1.5843757375501535,70.445
1,476,13,1206.0,2.0,1.0,53.0
1,976,13,1357.0,2.0,1.0,130.0
0,539,13,925.0,2.0,1.0,46.5
1,74,13,909.0,2.0,1.0,40.9
2,1054,17,3000.0,5.0,2.0,335.0
0,277,13,1100.0,2.0,1.0,55.0
2,786,19,3000.0,5.0,2.0,815.0
1,1216,13,1100.0,2.0,1.0,54.0
1,1115,13,975.0,2.0,1.0,65.0
1,972,13,1306.0,2.0,2.0,44.17
2,1008,19,1200.0,4.0,1.0,95.0
1,641,0,610.0,1.0,1.0,39.0
1,1261,16,1484.0,2.0,2.0,56.4
1,990,13,1125.0,2.0,1.0,47.0
1,252,13,1447.0,2.0,1.0,75.97
1,1252,18,2882.0,5.0,1.0,158.0
2,1216,19,750.0,4.0,0.0,88.0
1,731,16,2075.0,3.0,1.0,115.0
0,1109,13,1250.0,2.0,1.0,58.0
1,534,13,1272.0,2.0,2.0,51.5
2,202,19,1050.0,3.0,2.0,125.0
1,1206,13,625.0,2.0,1.0,24.0
0,29,0,840.0,2.0,2.0,50.0
1,522,18,2502.0,4.0,2.0,180.0
1,999,0,583.0,1.0,1.0,26.9
1,485,13,900.0,2.0,1.0,27.0
1,1039,13,1115.0,2.0,2.0,50.0
1,491,13,1464.0,2.0,2.0,56.0
0,658,17,2200.0,3.0,1.0,121.0
1,1252,0,750.0,1.0,1.0,51.0
1,799,16,1600.0,3.0,3.0,58.0
1,326,16,1365.0,2.0,2.0,49.0
0,613,16,1300.0,3.0,2.0,64.0
0,733,1,1200.0,1.0,0.0,69.0
1,535,13,1260.0,2.0,2.0,35.0
1,422,13,1190.0,2.0,2.0,33.92
1,539,16,2480.0,4.0,1.0,260.0
1,1236,16,1250.0,3.0,2.0,38.0
0,637,16,1500.0,3.0,0.0,75.0
1,204,16,1510.0,3.0,3.0,47.57
1,72,13,1187.0,2.0,1.0,59.0
1,731,13,1120.0,2.0,1.0,53.76
1,1252,13,1115.0,2.0,0.0,34.555
1,397,16,1717.0,3.0,3.0,99.0
0,829,16,2099.0,3.0,1.5843757375501535,95.0
1,673,13,1100.0,2.0,2.0,58.0
2,516,1,1200.0,1.0,0.0,48.0
0,216,16,1465.0,2.0,1.0,45.87
2,716,1,1500.0,1.0,0.0,75.0
2,939,22,4050.0,4.0,1.0,600.0
1,506,16,1255.0,2.0,1.0,90.0
1,62,13,1220.0,2.0,3.0,88.0
0,419,13,1065.0,2.0,1.0,30.88
0,1118,16,1765.0,3.0,3.0,80.0
1,236,13,1281.0,2.0,2.0,87.0
1,417,13,1210.0,2.0,2.0,25.0
2,637,13,1215.0,2.0,3.0,43.0
2,121,19,1200.0,3.0,1.0,87.0
1,837,13,1237.0,2.0,2.0,73.0
1,745,13,1300.0,2.0,1.0,70.0
1,1252,13,1105.0,2.0,2.0,39.99
1,304,16,1505.0,2.0,2.0,42.0
1,514,18,3900.0,5.0,1.5843757375501535,310.0
0,194,13,1186.0,2.0,3.0,65.0
2,286,19,900.0,3.0,1.0,51.0
1,688,13,750.0,2.0,1.0,35.5
0,1190,13,1083.0,2.0,2.0,28.0
0,847,16,1430.0,2.0,1.0,78.65
1,1148,13,1056.0,2.0,2.0,68.0
1,1182,16,2108.0,3.0,3.0,85.0
1,194,16,1650.0,3.0,2.0,101.0
0,419,16,1220.0,3.0,1.0,36.6
1,999,13,1198.0,2.0,1.0,54.0
1,416,13,1190.0,2.0,1.0,70.0
0,613,13,900.0,2.0,1.0,41.0
1,573,18,2690.0,4.0,2.0,185.0
0,658,13,1340.0,2.0,2.0,65.0
2,272,19,2940.0,3.0,2.0,2250.0
2,453,24,2400.0,6.0,1.0,400.0
2,1252,13,2324.0,2.6926096474673513,1.5843757375501535,26.73
1,1261,13,1260.0,2.0,2.0,59.2
1,1141,16,2254.0,3.0,2.0,153.0
1,896,16,2990.0,5.0,1.0,210.0
0,24,19,1800.0,5.0,1.0,250.0
0,575,13,820.0,2.0,1.0,45.0
1,417,13,1296.0,2.0,2.0,65.0
1,1179,13,1190.0,2.0,1.0,53.55
1,1252,13,1173.0,2.0,1.0,77.0
2,1041,17,1800.0,3.0,2.0,90.0
0,1261,13,1102.0,2.0,0.0,52.0
1,1038,13,913.0,2.0,1.0,36.0
1,535,16,1176.0,2.0,1.0,35.27
0,941,16,1620.0,3.0,1.5843757375501535,65.0
1,264,16,2968.0,3.0,1.5843757375501535,225.0
1,1261,13,1519.0,2.0,3.0,65.0
1,544,13,1345.0,2.0,2.0,106.0
1,397,16,1594.0,3.0,2.0,99.0
1,679,13,1250.0,2.0,1.0,68.0
1,506,13,1056.0,2.0,1.0,60.0
2,1252,17,1200.0,3.0,1.0,68.4
2,718,14,1290.0,1.0,0.0,77.5
0,115,13,1150.0,2.0,1.0,48.0
1,109,13,1464.0,2.0,1.0,145.0
2,126,19,1200.0,2.0,1.0,36.0
0,461,13,861.0,2.0,0.0,36.5
1,731,13,1047.0,2.0,1.0,82.62
2,747,14,1200.0,2.0,0.0,75.0
2,696,4,1200.0,10.0,1.5843757375501535,190.0
0,529,13,1065.0,2.0,1.0,45.0
0,976,16,2300.0,3.0,3.0,369.0
1,990,13,1000.0,2.0,1.0,62.0
1,757,16,1682.0,3.0,1.0,113.0
1,509,16,1756.0,3.0,2.0,131.0
2,168,22,4000.0,4.0,2.0,1000.0
1,1217,18,1050.0,4.0,2.0,90.0
1,1242,13,1238.0,2.0,1.0,67.32
1,358,13,814.0,2.0,1.0,42.0
0,382,13,1145.0,2.0,1.0,46.5
1,1190,13,965.0,2.0,1.0,34.0
1,386,13,750.0,2.0,1.0,36.0
0,194,16,1300.0,2.0,2.0,55.0
1,29,16,1590.0,3.0,3.0,131.0
1,232,0,644.0,1.0,1.0,40.0
1,1252,13,982.0,2.0,1.0,37.0
1,563,13,1260.0,2.0,2.0,100.0
1,999,16,1555.0,3.0,2.0,75.17
0,963,19,2500.0,4.0,1.0,450.0
1,637,13,1225.0,2.0,2.0,48.0
1,422,13,1085.0,2.0,1.0,46.0
1,976,16,1640.0,3.0,2.0,220.0
0,1148,16,1595.0,3.0,1.0,110.0
1,972,13,1196.0,2.0,2.0,40.44
1,1261,16,1859.0,3.0,1.0,108.0
1,77,13,1079.0,2.0,1.0,60.0
0,1074,13,550.0,1.0,1.0,27.0
1,1252,13,1118.0,2.0,1.0,42.0
1,292,13,1198.0,2.0,2.0,60.0
1,304,16,1162.5,2.6926096474673513,1.5843757375501535,30.215
1,1153,16,1830.0,4.0,2.0,135.0
1,205,13,1160.0,2.0,1.0,59.0
1,1106,16,1485.0,2.0,1.0,156.0
1,416,16,2070.0,3.0,3.0,135.0
2,225,24,750.0,4.0,1.0,150.0
0,665,13,957.0,2.0,0.0,52.5
2,225,22,2400.0,4.0,1.0,310.0
1,216,13,1268.0,2.0,1.0,69.0
1,216,16,1450.0,2.0,2.0,87.0
0,795,16,1600.0,2.0,2.0,75.0
1,1179,16,1330.0,2.0,1.0,57.0
1,584,16,1355.0,2.0,2.0,65.0
1,534,13,1272.0,2.0,2.0,51.5
1,85,13,1100.0,2.0,1.0,38.49
1,1039,16,1220.0,3.0,2.0,58.0
1,326,13,1075.0,2.0,1.0,46.76
1,758,13,800.0,2.0,1.0,55.0
1,1196,13,995.0,2.0,1.0,34.82
0,1195,13,900.0,1.0,1.0,44.0
1,506,13,1140.0,2.0,1.0,42.0
1,437,16,1480.0,2.0,2.0,125.0
1,907,16,1710.0,2.0,2.0,90.63
1,1141,16,2106.0,3.0,3.0,148.0
2,1267,30,2400.0,6.0,1.5843757375501535,270.0
2,1019,17,3800.0,2.0,1.5843757375501535,130.0
2,1187,17,800.0,3.0,2.0,120.0
1,799,13,1602.0,2.0,1.5843757375501535,104.0
1,1039,16,1660.0,2.0,2.0,116.0
1,419,16,1549.0,3.0,2.0,80.0
1,799,0,700.0,1.0,1.0,38.0
1,188,13,1012.0,2.0,1.0,64.0
1,799,16,1469.0,3.0,1.0,89.0
1,1252,13,1216.0,2.0,1.0,69.0
1,419,13,1065.0,2.0,1.0,56.13
1,1148,16,1411.0,3.0,1.0,93.15
1,908,13,1400.0,2.0,2.0,57.5
1,542,16,1250.0,3.0,2.0,29.0
1,506,13,1245.0,2.0,3.0,62.0
1,336,13,1115.0,2.0,1.0,50.0
1,1216,13,1000.0,2.0,1.0,35.0
1,914,16,1580.0,3.0,0.0,71.89
1,1115,16,1800.0,3.0,2.0,90.0
1,813,13,1500.0,2.0,2.0,130.0
1,304,0,645.0,1.0,1.0,16.45
1,715,16,1275.0,3.0,2.0,44.0
1,670,16,1494.0,3.0,2.0,82.0
1,252,16,1949.0,3.0,2.0,129.0
1,177,13,1020.0,2.0,1.0,46.5
1,837,13,883.0,2.0,1.0,45.0
0,895,18,3200.0,4.0,1.5843757375501535,280.0
2,1179,24,1680.0,6.0,1.0,125.0
2,837,7,2232.0,6.0,2.0,300.0
1,117,16,2010.0,3.0,3.0,125.0
1,1267,13,1240.0,2.0,2.0,80.0
1,67,13,1213.0,2.0,1.0,63.0
1,515,16,1835.0,3.0,3.0,88.0
2,542,30,1800.0,10.0,3.0,185.0
1,216,18,2932.0,5.0,1.5843757375501535,195.0
0,1252,19,3425.0,5.0,2.0,250.0
0,466,13,945.0,2.0,0.0,45.0
1,1045,16,1504.0,2.0,2.0,100.0
1,745,16,1569.0,3.0,2.0,150.0
1,509,16,1755.0,3.0,2.0,130.0
1,1222,16,1760.0,3.0,1.5843757375501535,140.0
1,530,13,1240.0,2.0,3.0,43.94
1,422,16,1450.0,3.0,2.0,72.54
1,62,13,1000.0,2.0,0.0,48.0
2,1074,1,3820.0,1.0,1.0,306.0
1,1161,21,2000.0,4.0,2.0,145.0
1,336,13,1215.0,2.0,2.0,59.0
2,59,22,1559.6266939129125,6.0,2.0,550.0
1,1260,16,1330.0,3.0,3.0,73.5
1,972,13,1178.0,2.0,1.0,75.0
2,549,19,1500.0,4.0,3.0,192.0
1,1076,13,2040.0,2.0,2.0,59.0
1,236,16,2000.0,3.0,2.0,85.0
1,1064,16,1602.0,2.0,1.0,165.0
2,42,19,1200.0,4.0,1.0,130.0
1,918,13,1194.0,2.0,2.0,46.0
0,598,16,1800.0,3.0,1.0,220.0
2,360,17,2400.0,2.0,1.0,152.0
1,1039,16,1700.0,3.0,3.0,108.0
0,606,16,1200.0,3.0,2.0,65.0
2,1200,17,1500.0,3.0,0.0,72.0
2,669,17,1240.0,3.0,2.0,165.0
0,1252,17,3000.0,3.0,2.0,400.0
0,664,16,1737.0,3.0,3.0,85.0
2,1138,14,900.0,2.0,0.0,55.0
0,312,16,1280.0,2.0,1.0,48.0
1,292,13,1560.0,2.0,2.0,85.0
1,650,13,883.0,2.0,1.0,44.0
1,690,13,750.0,2.0,1.0,33.0
1,277,18,2400.0,3.0,3.0,140.0
1,254,13,900.0,2.0,1.0,45.0
1,535,13,1030.0,2.0,1.0,49.35
1,72,16,1850.0,3.0,2.0,155.0
0,522,16,1831.0,3.0,1.0,110.0
1,973,13,1095.0,2.0,1.0,38.33
0,419,16,1320.0,2.0,1.0,38.13
1,1039,16,1272.5,2.0,0.0,40.72
0,72,13,1000.0,2.0,1.0,61.0
1,278,16,1820.0,3.0,2.0,85.4
1,268,16,1075.0,2.0,1.0,41.0
2,1138,17,1500.0,3.0,0.0,83.0
1,422,2,360.0,1.0,0.0,16.9
1,635,0,925.0,1.0,0.0,40.7
1,417,13,1140.0,2.0,1.0,70.93
1,310,13,1145.0,2.0,2.0,58.4
1,956,16,1862.0,3.0,3.0,120.0
1,5,13,947.0,2.0,2.0,43.0
0,752,18,1559.6266939129125,4.0,2.0,211.0
2,305,17,700.0,3.0,2.0,195.0
1,641,13,1120.0,2.0,2.0,40.0
0,1020,16,2700.0,3.0,3.0,200.0
1,637,16,1805.0,2.0,2.0,75.0
1,223,13,1100.0,2.0,3.0,93.0
2,272,19,1355.0,3.0,0.0,135.0
0,1251,16,1677.0,3.0,2.0,98.0
0,541,28,2500.0,8.0,3.0,95.0
1,1179,16,1560.0,3.0,3.0,74.0
1,142,16,2060.0,3.0,2.0,150.0
1,713,16,1716.0,2.0,0.0,115.0
1,509,16,1864.0,3.0,1.0,140.0
0,422,0,638.0,1.0,1.0,32.0
2,1078,30,1200.0,7.0,3.0,95.0
1,704,27,1150.0,9.0,1.5843757375501535,170.0
1,304,13,937.0,2.0,1.0,30.0
0,521,16,1490.0,2.0,1.0,115.0
1,428,18,4856.0,5.0,3.0,410.0
2,1252,19,4003.0,6.0,1.0,525.0
1,1252,13,1100.0,2.0,1.0,37.0
1,1153,13,1000.0,2.0,2.0,48.53
1,533,13,1060.0,2.0,1.0,37.0
1,731,13,1047.0,2.0,1.0,91.0
0,225,13,1200.0,2.0,2.0,80.0
1,98,16,1420.0,2.0,2.0,75.0
1,1039,16,1539.0,3.0,1.5843757375501535,85.0
1,1146,16,1550.0,3.0,1.0,59.0
1,670,16,1555.0,3.0,3.0,82.0
